Name,Width,Height,Depth,Artist,Country,Price,Category
Pull Your Research Together 02— 2020,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
The Adventures Of Lulù,80,80,0.1,Massimo Grassi,,$460,Digitals
untitled 16,50,70,2,Rym Magdi,,$450,Digitals
Madonna Crave,68.9,74.4,0.1,Dima Antonov,,$480,Digitals
Westward,61,61,5.1,John Hudson,United States,"$1,100",Digitals
4.08.2010,40,30,0,isa levy,United Kingdom,$160,Digitals
Blue Eyed Princess,30,40,0.1,Damola Eniola,Nigeria,$615,Digitals
Blue White And Yellow Abstract,47.5,62.5,0.1,Gad Laniado,Brazil,$250,Digitals
Butterfly lady(,60,40,0.3,Ori Gerard Frances,France,"$3,110",Digitals
CPG #001,50,50,25,Sigit Sapta Raga,,$240,Digitals
Cherry Picking,45.7,61,3.8,Stone Loitfellner,,$170,Digitals
Mars Rover,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Quay of the seine paris,67,45,0.2,yannick Ribeaut,France,$440,Digitals
Personal Interstellar,42,60,2,Nino Bosikashvili,Georgia,$195,Digitals
Mataono,60,91,3,Caroline Alexandre,,$900,Digitals
At the Zoo,40.6,40.6,0.3,Robert Meganck,United States,$150,Digitals
Modern,15,10,0.1,Ekaterina V,Spain,$320,Digitals
Filly N.1,101,135,0.1,Erkan Cerit,Turkey,$700,Digitals
Metallic Canvas with Floating Frame | Pattern No. 67,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
The Vision - Van Gogh - Limited Edition of 5,61,61,0.3,Ekow Brew,Ghana,$940,Digitals
Vincent #1638 - Limited Edition of 1,80,80,3,Sait Mingü,Turkey,"$3,275",Digitals
Augmented Reality Vincent With Bunny Ears - Limited Edition of 1,50,50,0.2,Francesca Fini,Italy,"$1,260",Digitals
The Numen Operation - Limited Edition of 1,56.9,58.4,0.3,Massimo Magee,United Kingdom,"$2,240",Digitals
Tough Love,80,120,0.1,Petra Brnardic,Croatia,"$3,490",Digitals
Trouble In Paradise,80,107,1,Petra Brnardic,Croatia,"$3,540",Digitals
My Mother and I,76.2,114.3,0.1,Remedy Aquino-Nation,,"$1,300",Digitals
Procesing No.30,100,100,1,Milan Terzic,Serbia,"$2,630",Digitals
1016antique art collection,127,91.4,2.5,Antique Art Collection,Denmark,"$13,000",Digitals
Thermal Mapping,90.4,126,0.3,Liz Mares,United States,"$2,184",Digitals
To be alive – is Power –,40.6,50.8,0.3,Corinne Pondell Holt,United States,$295,Digitals
Oppositions No. 12,50.8,61,0.3,Otto Laske,United States,"$2,270",Digitals
pop-up prism,100,100,1,Norman ritchie,Chile,"$1,120",Digitals
Heavily wounded brave soldier,90,123.3,0.1,Georgi Marinov,Bulgaria,$910,Digitals
Neon Laughter 1a,35.6,21.6,0.3,Edward Supranowicz,United States,$340,Digitals
Van Gogh Four - Limited Edition of 1,100.1,106.4,0.3,Massimo Magee,United Kingdom,"$1,140",Digitals
Vincent #560 - Limited Edition of 1,80,80,3,Sait Mingü,Turkey,"$3,275",Digitals
Sophie 3,50,50,0.1,René van den Berg,Netherlands,$325,Digitals
Study for a portrait of Pope Francis,60,80,2,Alexander Van Glitch,Italy,$740,Digitals
Cognitive Topographs - Coloured Emotions _Trust,94,71.1,0.3,Aatmica Ojha,United States,$525,Digitals
Neon Demon,54,80,0.1,Petra Brnardic,Croatia,"$3,260",Digitals
Sanctuary,60,45,0.1,Petra Brnardic,Croatia,"$2,950",Digitals
Procesing No.2,100,100,1,Milan Terzic,Serbia,"$2,630",Digitals
Black noise II,29.4,21,0.1,Christian Fromhein,Germany,$401,Digitals
Barry Playing Dead,70,50,0.2,Jaume Serra Cantallops,Spain,$510,Digitals
Amy Winehouse - Neon Rose,40,40,1,Sheena Lennox,United Kingdom,$990,Digitals
#digitalFeelings VI,84,119,1,Sofia Cianciulli,Italy,"$1,040",Digitals
"Ucrania, Lviv",106.7,76.2,0.3,Antonio López,Spain,"$6,550",Digitals
“Racconti Gotici/Gothic Tales” (#5): Prigione/Prison,80,80,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
Ucross Grid 2,91.4,45.7,2.5,Howard Spector,United States,$930,Digitals
In the Middle of Madness 2,35.6,21.6,0.3,Edward Supranowicz,United States,$340,Digitals
Sergey,29.5,42,0.1,Igor Zeiger,Israel,$490,Digitals
JTA0001-024,61,91.4,0.3,Jonathan Thomas Armstrong,United States,"$5,500",Digitals
JTA0001-009,61,91.4,0.3,Jonathan Thomas Armstrong,United States,"$5,500",Digitals
Citroen DS vintage,39,26.2,0.1,Nikolay Devnenski,Germany,$190,Digitals
Vegetable coup. An Eggplants. Pattern Two.,40.1,40.1,0.5,Yulia Andreeva,Bulgaria,$190,Digitals
1046antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$16,000",Digitals
Rune 1 - (Hammer of Thor) - Others designs,254,254,5.1,Daniel Benavides,Colombia,"$1,210",Digitals
KARMA BEETLE: THE GRACE OF TURNING,91.4,68.6,3.8,Oscar Tuayami,Sweden,"$3,710",Digitals
FORCED LIGHT 10,60,60,0.1,Paul Harrison,,$975,Digitals
Sundaes on Sunday,76.2,76.2,1.9,Brice Duncan,United States,$365,Digitals
"The Worthless (From the series ""The Divine Comedy"")",89.9,39.9,0.3,Klaus Rudolph,Germany,$940,Digitals
The message that the star sends to me,131,159,0.2,BONGUK LEE,South Korea,"$6,550",Digitals
Nightshade,25.4,25.4,0,Ferhat Goksin,,$135,Digitals
JTA0008-007,91.4,61,0.3,Jonathan Thomas Armstrong,United States,"$3,500",Digitals
Amy Winehouse Art - BUNNY,40,40,0.1,Sheena Lennox,United Kingdom,$990,Digitals
JR93-Abstract cells-4380,60,60,0.1,Norka Ocopio,Spain,"$1,062",Digitals
Teva,60,91,3,Caroline Alexandre,,$920,Digitals
Abstraction 844,40,60,0.3,Ebby May,Germany,$980,Digitals
fernweh,50,50,5,Daniele Chiari,Italy,"$1,060",Digitals
Jowar Crops Under Sunset,91.4,61,0.3,Kiran Mudholkar,,$722.50,Digitals
Il ciclo della vita / The Cycle of Life (series: #1 childhood),80,80,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
The Earth Clock,45.7,61,7.6,Arnab Roy,India,$889,Digitals
LoVe Digital Manipulation #2 - Limited Edition of 1,50,50,3,Sheena Lennox,United Kingdom,$670,Digitals
Camouflage - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Priestess,59,80,1,Petra Brnardic,Croatia,"$3,770",Digitals
Pixel cat #3,12.7,12.7,12.7,Kayleb B,,$140,Digitals
x-ray of a story,100,100,1,Norman ritchie,Chile,"$1,510",Digitals
Limited Edition: Neighbourhood Watch,60,80,0.1,R - three three eerht - US art,United Kingdom,$429,Digitals
Texturing Tiles,25.4,25.4,25.4,Rana Zeeshan Shahzad,Pakistan,$310,Digitals
Procesing No.9,100,100,1,Milan Terzic,Serbia,"$2,630",Digitals
"Li, die aufgehende Sonne",90,120,4,Volker Rossenbach,Germany,"$5,450",Digitals
Afternoon With My Vase,131.3,92.6,0.3,Noor Alvi,Pakistan,$280,Digitals
BIRDS,55.6,80.6,0.1,Vanda Parker,Australia,$430,Digitals
Pinnacle.,100,100,0.2,Stephen Griffin,Australia,"$2,900",Digitals
TURTLE. Framed Print.,43.9,33.8,2.5,Oscar Manuel Vargas,United States,$190,Digitals
Amy Winehouse Art - Wings,40,40,1,Sheena Lennox,United Kingdom,$990,Digitals
Color at play in space,20,28,1,Jeffie Magina,Kenya,$170,Digitals
“Racconti Gotici/Gothic Tales” (#4): Marionette/Puppets,80,80,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
Prophecy CMYK dominating over RGB,80,120,5,Virtual Empire Is Dead,Italy,"$1,260",Digitals
Il ciclo della vita / The Cycle of Life (#1 teenagers),80,80,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
Dynamic Worlds: Antarctic Ice Melt 2039,40.6,61,0.3,Roberta Jean Smith,United States,$740,Digitals
Metallic Canvas with Floating Frame | Pattern No. 38,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
Nascimento n° 1,60,60,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
World's Fair - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Fun With My Little One ! (II),61,91.4,0.3,Aatmica Ojha,United States,$665,Digitals
Juggler - Limited Edition of 25,55.9,73.7,2.5,Herman Mhire,United States,"$1,080",Digitals
COTE IN 360°,55,77,0.1,Hernan Paravic,Chile,$660,Digitals
Vortex,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Girls2 a,40,30,1,Tatiana Trippett,United Kingdom,"$1,340",Digitals
Orbisomaius q43d / VIII,40,40,1.2,Tom Brümmendorf,Germany,$384,Digitals
Woman in a Fur Hat,50,60,0.1,Christian Bundegaard,Denmark,$480,Digitals
Woman in the style of Dali 2022-09-19 17.40.22,60,60,0.1,Aneurin Sanders,United Kingdom,$700,Digitals
Number 34,96.5,73.7,0,James Reynosa,United States,$495,Digitals
Kiki,120,80,3,Fabrizio Korfu,Italy,"$1,660",Digitals
tree house,40.6,58.4,2.5,Silvia Baldi,Italy,$500,Digitals
Glover,50,50,1,Stephanie Derks,Netherlands,$580,Digitals
She Character 05,11480.8,11430,254,Shedesignstudio Graphic design studio,,"$15,000",Digitals
Time Will Tell,50,50,1,Rendy Art Gallery,,$810,Digitals
Untitled,90.5,90,0.1,Mario Ubaldino,Italy,$800,Digitals
Metallic Canvas with Floating Frame | Pattern No. 29,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
JTA0001-010,61,91.4,0.3,Jonathan Thomas Armstrong,United States,"$5,500",Digitals
The Other Avatars Vincent #2001 - Limited Edition of 5,40,40,0.1,Sheena Lennox,United Kingdom,$480,Digitals
Parasite Family (Anatomy series) no.2 - Limited Edition of 7,60,95,0.1,Prapat Jiwarangsan,Thailand,$580,Digitals
In the Realm of Nothing Whatever - Limited Edition of 1,70.6,72.1,0.3,Massimo Magee,United Kingdom,"$2,740",Digitals
Broken Beauty,42,60,0.1,Petra Brnardic,Croatia,"$2,950",Digitals
Circular 02,80,80,0.6,Antonio Angelo Lori,Italy,"$1,140",Digitals
Pull Your Research Together 08— 2020,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
The Adventures Of Lulù,80,80,1,Massimo Grassi,,$460,Digitals
But it’s a long trip to reach beauty and grace,86.4,86.4,0.1,Mohammad Oweini,Lebanon,"$3,270",Digitals
Gold Pops,60,40,1.5,Vanessa Stefanova,Australia,$430,Digitals
Limited Edition: Mouthwash #2,70,100,0.1,R - three three eerht - US art,United Kingdom,$499,Digitals
American in Paris,30,40,1,Isabella Thermes,Germany,$270,Digitals
Elastic Band II,50,70,0.2,Jaume Serra Cantallops,Spain,$510,Digitals
Yellow,40.6,40.6,0.3,Robert Meganck,United States,$150,Digitals
A-2,120,90,1,Robert Childs-Hurn,South Africa,"$1,900",Digitals
KATE WHO?,50,50,0.1,Sheena Lennox,United Kingdom,$660,Digitals
Mountains,76.2,76.2,2.5,Oscar Gml,Mexico,$380,Digitals
"Gaia, No. 1",48.3,33,0.3,Norm Yip,Canada,"$1,000",Digitals
Knight,91.4,61,5.1,Rinto Francis,India,$480,Digitals
Deep state,10403.8,10403.8,2.5,Marcelo Schatzmann,,"$1,430",Digitals
The Well,60,80,0.1,ageliki baka,Greece,$300,Digitals
Dynamic Worlds,50.8,40.6,0.3,Roberta Jean Smith,United States,$725,Digitals
Blue Linear,76.2,50.8,0.3,Elite Art,Australia,"$1,300",Digitals
Ready To Sail,27.9,35.6,2.5,Blair Supplee,United States,$190,Digitals
Crypto Yeezy 02_SOS_2022_Me,43.2,43.2,0.3,ANDY H JUNg,South Korea,$269,Digitals
NOWA.I.PAINT_2022_17,60,100,0.1,Tibor Andriska,Hungary,$580,Digitals
FORCED LIGHT 14,60,60,0.1,Paul Harrison,,$974,Digitals
Stone Art II,50,60,3,Lascaz Pop Art,France,$750,Digitals
Brix IV,21,21,0.3,Christian Fromhein,Germany,$719,Digitals
Gut Feeling,30,30,1,Jan DSa,,$235,Digitals
Allegro,38.1,50.8,0.3,Linda Cassidy,,$240,Digitals
Expressionist 18 — 2016,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
Il faisait beau sur le quai - Abstract limited edition print,61,61,0.3,Chantal Proulx,Canada,$380,Digitals
Reggae Night,130,97,3,Urban Tag,France,"$2,760",Digitals
Biplane,15.2,15.2,0,Ziyi Xno,,"$3,769",Digitals
Fusik in a romantic mood on a walk,5,7.5,2,Bohdana Zubchenko,Finland,$150,Digitals
voorpret,50,50,5,Daniele Chiari,Italy,"$1,060",Digitals
Hungary 12,121.9,40.6,2.5,Howard Spector,United States,$930,Digitals
The Unknown Path,76.2,50.8,0.3,Elite Art,Australia,$890,Digitals
"Zones Urbaines, Madrid - (Inkjet Print)",121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
Ghost in the Machine - Limited Edition of 10,91.4,91.4,0.3,Paul Manwaring,United Kingdom,$299,Digitals
Collected Variables - Limited Edition of 1,43.2,71.1,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Love Batallion,40,60,0.1,Petra Brnardic,Croatia,"$3,820",Digitals
Vampire Ball,40,60,1,Petra Brnardic,Croatia,"$3,370",Digitals
Flare,76.2,76.2,2.5,Oscar Gml,Mexico,"$1,140",Digitals
Love's Trees,80,62.2,0.1,Massimo Grassi,,$430,Digitals
NOWA.I.PAINT_2022_17,60,100,0.1,Tibor Andriska,Hungary,$580,Digitals
FORCED LIGHT 14,60,60,0.1,Paul Harrison,,$974,Digitals
Stone Art II,50,60,3,Lascaz Pop Art,France,$750,Digitals
Brix IV,21,21,0.3,Christian Fromhein,Germany,$719,Digitals
Gut Feeling,30,30,1,Jan DSa,,$235,Digitals
Allegro,38.1,50.8,0.3,Linda Cassidy,,$240,Digitals
Expressionist 18 — 2016,100,100,0.1,Tevfik Raja,,"$1,410",Digitals
Il faisait beau sur le quai - Abstract limited edition print,61,61,0.3,Chantal Proulx,Canada,$380,Digitals
Reggae Night,130,97,3,Urban Tag,France,"$2,760",Digitals
Biplane,15.2,15.2,0,Ziyi Xno,,"$3,769",Digitals
Fusik in a romantic mood on a walk,5,7.5,2,Bohdana Zubchenko,Finland,$150,Digitals
voorpret,50,50,5,Daniele Chiari,Italy,"$1,060",Digitals
Hungary 12,121.9,40.6,2.5,Howard Spector,United States,$930,Digitals
The Unknown Path,76.2,50.8,0.3,Elite Art,Australia,$890,Digitals
"Zones Urbaines, Madrid - (Inkjet Print)",121.9,121.9,0.3,Serge Tardif,Canada,"$1,430",Digitals
Ghost in the Machine - Limited Edition of 10,91.4,91.4,0.3,Paul Manwaring,United Kingdom,$299,Digitals
Collected Variables - Limited Edition of 1,43.2,71.1,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Love Batallion,40,60,0.1,Petra Brnardic,Croatia,"$3,820",Digitals
Vampire Ball,40,60,1,Petra Brnardic,Croatia,"$3,370",Digitals
Love's Trees,80,62.2,0.1,Massimo Grassi,,$430,Digitals
3.Understand it’s purpose…,86.4,86.4,0.1,Mohammad Oweini,Lebanon,"$4,270",Digitals
Procesing No.18,100,100,1,Milan Terzic,Serbia,"$2,630",Digitals
Ips III,21,21,0.1,Christian Fromhein,Germany,$619,Digitals
The storm,60,90,2,The vanilla croissantVip Person,Bulgaria,"$3,770",Digitals
Eye,76.2,76.2,2.5,Oscar Gml,Mexico,$430,Digitals
Nature,15,10,0.1,Ekaterina V,Spain,$150,Digitals
Creation of Sun and Moon,83.8,58.4,0.3,Paul Manwaring,United Kingdom,$279,Digitals
Randomness Until Rendered - Limited Edition of 1,50.8,50.8,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Graffiti Angel - Limited Edition of 1,50,60,0.1,Sheena Lennox,United Kingdom,"$1,580",Digitals
VG (Vincent #11) - Limited Edition of 5,61,61,0.3,Donald Okudu,Nigeria,"$1,500",Digitals
Van Gogh Three - Limited Edition of 1,100.1,106.4,0.3,Massimo Magee,United Kingdom,"$1,140",Digitals
Augmented Reality 8bit Vangritte - Limited Edition of 1,50,50,0.2,Francesca Fini,Italy,"$1,260",Digitals
Architectonic - Limited Edition of 10,91.4,91.4,0.3,Paul Manwaring,United Kingdom,$289,Digitals
The Withering Throne,30,30,0.1,Bor Piltz,,$170,Digitals
My Colorful Africa #28,101.6,152.4,2.5,Gabriel Pevide,United States,"$1,060",Digitals
Chain IX,21,29.4,0.1,Christian Fromhein,Germany,$634,Digitals
Amarillo,61,81.3,2.5,Kareena Roo,Mexico,$524,Digitals
capitan A,30.5,40.6,2.5,Silvia Baldi,Italy,$480,Digitals
Free,106.7,76.2,2.5,Arthur Rodrigues,United States,"$3,010",Digitals
The Universe 33,53,40,0.1,Pia Bandit,Sweden,$200,Digitals
Another civilization's afterlife #80100,100,100,0.1,Richard Vachtenberg,Lithuania,"$2,210",Digitals
"he arrived too late for everything, but without being in a hurry5",33,48,0.1,ertugrul Kahriman,France,$210,Digitals
Manhattan Skyline No. 9,55.9,27.9,2.5,Stefen Turner,United States,$545,Digitals
ABSTRACT ART FACE FRAMED #041,90,120,0.1,Diogo Areas Galeria,Brazil,"$1,810",Digitals
The Woman Under The Sun,67.7,67.7,100,Idrissa Traore,,$420,Digitals
remembering me,21.6,27.9,0.3,Future Petals,,$235,Digitals
Jagged Edge,76.2,50.8,0.3,Elite Art,Australia,"$1,150",Digitals
Vincent #2045 - Limited Edition of 1,80,80,3,Sait Mingü,Turkey,"$3,275",Digitals
Augmented Reality Vincent With A Spacesuit - Limited Edition of 1,50,50,0.2,Francesca Fini,Italy,"$1,260",Digitals
The Technology has a Rhythm - Limited Edition of 1,50.8,50.8,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Silouhet 3,50,70,0.1,René van den Berg,Netherlands,$475,Digitals
The Universe 2,42,45,0.1,Pia Bandit,Sweden,$200,Digitals
Intense III - Infogravure 1/30(Signed and Numbered by Hand),75,100,4,Juca Máximo,Brazil,$840,Digitals
Shopping Indoor - Limited Edition of 10,91.4,91.4,0.3,Saqib Akhtar,Pakistan,$545,Digitals
Cat Lady,59,83,0.1,Petra Brnardic,Croatia,"$3,370",Digitals
Danse macabre 2,90,120,1,Petra Brnardic,Croatia,"$3,170",Digitals
Procesing No.25,100,100,1,Milan Terzic,Serbia,"$2,630",Digitals
Gods,70,100,0.1,Javier Aristu,Spain,$380,Digitals
Rock & Roll,70,100,0.1,Javier Aristu,Spain,$380,Digitals
Ips II,21,21,0.1,Christian Fromhein,Germany,$618,Digitals
Dominion,91.4,61,0.3,Del Gonzales,,$880,Digitals
VALENTIA,137.2,99.1,0.1,Hal Brandes,,"$1,470",Digitals
Japanese Girl,42,59.4,0.1,Reimund Konrad,Germany,$480,Digitals
Queen,40,60,3,Julia Sedyuk,,$170,Digitals
Saint Tropez Summer,42,59,23,andra oprea,France,$160,Digitals
Surface call Ruga,7620,7620,2.5,Marcelo Schatzmann,,"$1,430",Digitals
Vincent #349,20.3,20.3,0.3,Carlos Bruscianelli,United States,"$1,080",Digitals
Parasite Family (Anatomy series) no.4 - Limited Edition of 7,60,60,0.1,Prapat Jiwarangsan,Thailand,$580,Digitals
Gaudi .C LA SYMPHONIE D'ARLEQUIN,60,90,0.2,Gaudi C,Belgium,$490,Digitals
King Bono?,75,100,0.1,PAUL DICKINSON,,"$4,300",Digitals
Nasturtium 23,29,23,0.1,Mary Ruggeri,United Kingdom,$540,Digitals
Face upon III,21,29.4,0.1,Christian Fromhein,Germany,$580,Digitals
Mok I,29.4,21,0.3,Christian Fromhein,Germany,$480,Digitals
Blue noise I,21,29.4,0.1,Christian Fromhein,Germany,$401,Digitals
Torso (Hellenistic sculpture),30,30,1,Jovana Braletić,Serbia,$210,Digitals
Another civilization's afterlife #80107,100,100,0.1,Richard Vachtenberg,Lithuania,"$2,210",Digitals
ABSTRACT ART FACE FRAMED #048,90,120,0.1,Diogo Areas Galeria,Brazil,"$1,810",Digitals
LSD SEX,55,70,0.1,Sheena Lennox,United Kingdom,$540,Digitals
S.DZR.001,24,24,0,yunus emre sarı,Turkey,$240,Digitals
Digs [2],60,60,0.1,Jessica Page,,$320,Digitals
ABSTRACT ART SKULL FRAMED #009,90,120,0.1,Diogo Areas Galeria,Brazil,"$1,810",Digitals
Gurfa,50,50,5,Daniele Chiari,Italy,$690,Digitals
She Character,11480.8,11430,254,Shedesignstudio Graphic design studio,,"$15,000",Digitals
Off the Grid 1,50,50,1,Stephanie Derks,Netherlands,$710,Digitals
Vincent #1661 - Limited Edition of 1,80,80,3,Sait Mingü,Turkey,"$3,275",Digitals
Unexpected - Limited Edition of 1,63.5,71.1,0.3,Rachelmauricio Castro,Brazil,$580,Digitals
Mothers,50,50,0.3,Nikolay Devnenski,Germany,$525,Digitals
Bat Princess,45,60,1,Petra Brnardic,Croatia,"$3,470",Digitals
1042antique art collection,152.4,121.9,2.5,Antique Art Collection,Denmark,"$21,000",Digitals
Procesing Space,200,150,1,Milan Terzic,Serbia,"$26,100",Digitals
Only Right,61,61,0.1,Mohammad Oweini,Lebanon,"$3,270",Digitals
form intervention,100,100,1,Norman ritchie,Chile,"$1,510",Digitals
jazz,106.7,76.2,2.5,Arthur Rodrigues,United States,"$2,670",Digitals
09   21 09 2022  Autumn Leaf Smile,100,99,0,Algirdas Lukas,Lithuania,$480,Digitals
A-4,120,90,1,Robert Childs-Hurn,South Africa,"$1,900",Digitals
Joker,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
good life,120,60,1,Omar M,,"$5,450",Digitals
GARABATING 117,39.4,52.5,1,Carlos Aznar,Spain,"$1,040",Digitals
Gaudi .C AURICULAIRES ABSTRAIT,60,80,0.2,Gaudi C,Belgium,$470,Digitals
Hungary 65A,121.9,40.6,2.5,Howard Spector,United States,$930,Digitals
"Ucrania, Lugansk",106.7,76.2,0.3,Antonio López,Spain,"$6,550",Digitals
Peonies from my garden,40,60,3,Julia Sedyuk,,$170,Digitals
Horse,91.4,61,5.1,Rinto Francis,India,$220,Digitals
Nature’s Beauty,76.2,50.8,0.3,Elite Art,Australia,$890,Digitals
Metallic Canvas with Floating Frame | Pattern No. 1,101.6,101.6,2.5,Wayne Pegg,United Kingdom,$980,Digitals
Composition X,58.4,83.8,0.3,Paul Manwaring,United Kingdom,$268,Digitals
Sunrise - Limited Edition of 25,55.9,55.9,0.3,Herman Mhire,United States,$880,Digitals
Sickeningly Beautiful,52,70,1,Petra Brnardic,Croatia,"$2,970",Digitals
Playa del Carmen,61,81.3,2.5,Kareena Roo,Mexico,$524,Digitals
boundless landscape,100,100,1,Norman ritchie,Chile,"$1,510",Digitals
No Name,90,90,1,Bela Balog,Hungary,"$2,710",Digitals
Twisted trap 2,27,42,1,David Gill,United Kingdom,$198,Digitals
Honest,38.6,37.1,0.3,Natalie Nozdrina,Spain,$615,Digitals
My Colorful Africa #15,101.6,152.4,2.5,Gabriel Pevide,United States,"$1,060",Digitals
Another civilization's afterlife #80103,100,100,0.1,Richard Vachtenberg,Lithuania,"$2,210",Digitals
Beauty and the Beast,60,40,1,Norman Clark,France,$175,Digitals
Looking Back (Mills River),27.9,20.3,3.8,Katrina Mitchell-Cooper,,$615,Digitals
Shape of Emotion 2 - Limited Edition of 5,59.4,84.1,1,Steve Kalinda,United Kingdom,"$1,140",Digitals
Beauty And The Beast,47,60,0.1,Petra Brnardic,Croatia,"$3,540",Digitals
POSEIDON,45,56,2,YANIS FRERE,France,$360,Digitals
Red,73.8,59,0.1,Tainah Negreiros,Switzerland,$420,Digitals
Behind Canvas For 3,50,70,2,Paolo Ferraina,Italy,"$3,520",Digitals
untitled 15,70,100,2,Rym Magdi,,$500,Digitals
My Colorful Africa #5,101.6,152.4,2.5,Gabriel Pevide,United States,"$1,060",Digitals
Traveller's Reverie,114.3,152.4,0.6,Ayyappadas Kcme,India,$605,Digitals
GARABATING 121,42,59.4,1,Carlos Aznar,Spain,"$1,040",Digitals
The Botticelli Boy,102,102,0.1,Igor Zeiger,Israel,"$1,195",Digitals
Il ciclo della vita / The Cycle of Life (#4),80,80,0.2,Marco Mattiuzzi,Italy,"$1,360",Digitals
806 - Limited Edition of 1,69.8,80,0.3,José Luis Guerrero,Mexico,"$1,327",Digitals
Palace Gate - Limited Edition of 25,55.9,73.7,0.3,Herman Mhire,United States,"$1,080",Digitals
Vegetable coup. Cabbage One.,40.1,30,0.5,Yulia Andreeva,Bulgaria,$200,Digitals
Kingdom,76,100,1,Petra Brnardic,Croatia,"$3,780",Digitals
1020antique art collection,121.9,152.4,2.5,Antique Art Collection,Denmark,"$26,000",Digitals
Shiba Inu Sun and Shadow,76.2,71.1,0.3,Keith Edwards,United States,$875,Digitals
Procesing No.22,100,100,1,Milan Terzic,Serbia,"$2,630",Digitals
OMEN,140,80,0.1,Antonello Addipietro,Italy,"$1,280",Digitals
